nro_operacion,nro_socio,qy_fechaproc,nro_oficina,tipo_operacion,estado_op,cod_destino_op,destino_op,cod_actividad,actividad_socio,fecha_concesion_op,fecha_fin_op,fecha_ult_pag,monto_credito,saldo_capital,saldo_por_vencer,saldo_no_devenga,saldo_vencido,int_normal,int_devengado,int_vencido,int_resolucion,int_castigado,int_mora,tipo_cartera,plazo,nro_cuotas,tipo_plazo,tasa_int_con,tasa_int_vig,tgarantia,valgarantias,fecha_garantias,calificacion,dia_pago,dias_mora,nro_cuotas_atra,val_capd,val_intd,val_morad,val_notd,val_gnot2d,val_intresd
9000000059,2000059,2026-05-18,20,CRVIVIENDA,VIGENTE,ED,EDUCACION,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-03-04,2024-02-22,2024-10-12,13330.02,2049.76,2049.76,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,14.81,14.81,VIV,27428.20,2022-03-04,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000060,2000060,2026-05-18,41,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-03-01,2023-02-24,2024-04-16,5966.17,2247.27,2247.27,0.00,0.00,70.62,70.62,8.32,0.00,0.00,0.00,CONSUMO,12,12,M,15.74,15.74,PAG,13589.34,2022-03-01,A2,12,0,0,0.00,8.32,0.00,0.00,3.17,0.00
9000000061,2000061,2026-05-18,5,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-11-03,2025-10-18,2023-06-16,7498.47,1510.06,1510.06,0.00,0.00,20.28,20.28,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,16.92,16.92,QUI,17568.69,2022-11-03,A2,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000062,2000062,2026-05-18,60,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-03-06,2025-03-01,2025-10-24,10733.77,1926.59,1926.59,274.41,0.00,74.01,74.01,16.60,0.00,82.07,0.00,CONSUMO,12,12,M,9.71,9.71,PAG,22332.99,2024-03-06,A2,14,0,0,0.00,16.60,0.00,0.00,10.26,0.00
9000000063,2000063,2026-05-18,60,PFSC,VIGENTE,ED,EDUCACION,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-12-25,2029-11-23,2024-05-12,31762.31,10523.63,10523.63,0.00,0.00,458.00,458.00,100.33,0.00,0.00,0.00,INMOBILIARIO,72,72,M,18.99,18.99,QUI,56356.11,2023-12-25,A2,23,0,0,0.00,100.33,0.00,0.00,31.70,0.00
9000000064,2000064,2026-05-18,41,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2025-11-26,2030-10-31,2025-12-23,20142.43,5069.47,5069.47,0.00,0.00,211.43,211.43,11.33,0.00,0.00,0.00,INMOBILIARIO,60,60,M,17.11,17.11,PAG,42545.31,2025-11-26,A2,14,0,0,0.00,11.33,0.00,0.00,3.97,0.00
9000000065,2000065,2026-05-18,48,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2025-01-19,2028-12-29,2025-11-04,27392.67,5486.62,5486.62,0.00,0.00,198.48,198.48,0.00,0.00,0.00,0.00,MICROCREDITO,48,48,M,12.89,12.89,PAG,54350.55,2025-01-19,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000066,2000066,2026-05-18,41,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-09-05,2027-08-21,2025-06-08,5328.68,1144.99,1144.99,0.00,0.00,43.27,43.27,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,11.35,11.35,PAG,9078.39,2024-09-05,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000067,2000067,2026-05-18,5,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-11-30,2023-11-25,2023-07-04,33816.03,5241.87,5241.87,0.00,0.00,151.68,151.68,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,14.93,14.93,QUI,70579.05,2022-11-30,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000068,2000068,2026-05-18,41,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-12-19,2025-06-11,2024-08-07,25680.58,6042.70,6042.70,0.00,0.00,244.81,244.81,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,16.26,16.26,VIV,51973.87,2023-12-19,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000069,2000069,2026-05-18,41,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-07-08,2027-06-23,2024-09-08,11139.32,2160.07,2160.07,0.00,0.00,71.40,71.40,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,15.19,15.19,VIV,21052.85,2024-07-08,A1,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000070,2000070,2026-05-18,20,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-08-06,2026-08-01,2026-05-06,5067.71,1016.65,1016.65,0.00,0.00,49.01,49.01,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,15.84,15.84,VIV,8086.03,2025-08-06,A2,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000071,2000071,2026-05-18,60,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-11-18,2024-11-07,2025-05-07,19744.27,5622.70,5622.70,0.00,0.00,151.03,151.03,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,13.02,13.02,QUI,44048.48,2022-11-18,A1,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000072,2000072,2026-05-18,48,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-05-10,2023-05-05,2023-07-16,13481.82,3165.21,3165.21,0.00,0.00,152.65,152.65,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,14.56,14.56,QUI,17019.40,2022-05-10,A1,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000073,2000073,2026-05-18,41,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-08-23,2024-08-17,2026-03-14,6401.39,2488.34,2488.34,0.00,0.00,50.55,50.55,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,10.33,10.33,QUI,11774.55,2023-08-23,A1,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000074,2000074,2026-05-18,5,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-04-26,2028-03-25,2024-03-04,3573.26,1190.25,1190.25,0.00,0.00,33.37,33.37,0.00,0.00,0.00,0.00,INMOBILIARIO,72,72,M,18.76,18.76,QUI,3991.39,2022-04-26,A2,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000075,2000075,2026-05-18,48,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2026-01-10,2027-07-04,2026-02-04,4967.26,1333.68,1333.68,0.00,0.00,44.98,44.98,0.00,0.00,0.00,0.00,MICROCREDITO,18,18,M,14.59,14.59,PAG,5082.38,2026-01-10,A2,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000076,2000076,2026-05-18,41,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-09-27,2030-08-27,2025-04-29,33131.61,12173.70,12173.70,0.00,0.00,276.04,276.04,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,10.99,10.99,VIV,82305.35,2024-09-27,A2,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000077,2000077,2026-05-18,5,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-03-29,2028-03-08,2025-03-09,7136.33,1324.54,1324.54,0.00,0.00,22.45,22.45,0.00,0.00,0.00,0.00,INMOBILIARIO,48,48,M,14.37,14.37,QUI,7820.11,2024-03-29,A2,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000078,2000078,2026-05-18,60,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2026-01-17,2031-12-17,2026-04-17,26764.53,4924.50,4924.50,0.00,0.00,307.77,307.77,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,15.33,15.33,PAG,30035.97,2026-01-17,A2,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000079,2000079,2026-05-18,69,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-04-21,2028-04-05,2025-10-27,14532.65,4081.87,4081.87,0.00,0.00,84.76,84.76,0.00,0.00,0.00,0.00,CONSUMO,36,36,M,9.62,9.62,QUI,19871.34,2025-04-21,A1,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000080,2000080,2026-05-18,48,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2024-03-13,2027-02-26,2024-05-03,2274.66,321.49,321.49,0.00,0.00,13.90,13.90,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,11.31,11.31,PAG,4293.99,2024-03-13,A1,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000081,2000081,2026-05-18,20,PFSC,VIGENTE,ED,EDUCACION,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-07-12,2024-07-01,2023-05-07,29954.06,10090.20,10090.20,0.00,0.00,57.95,57.95,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,10.94,10.94,QUI,59277.45,2022-07-12,A1,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000082,2000082,2026-05-18,69,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-06-26,2029-05-31,2024-10-23,13186.11,3793.06,3793.06,0.00,0.00,160.64,160.64,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,19.44,19.44,QUI,18982.66,2024-06-26,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000083,2000083,2026-05-18,20,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-06-23,2025-06-18,2024-09-28,31483.71,6400.78,6400.78,0.00,0.00,152.76,152.76,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,9.76,9.76,PAG,39135.92,2024-06-23,A1,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000084,2000084,2026-05-18,69,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-08-14,2027-07-24,2026-01-08,34518.92,11099.18,11099.18,0.00,0.00,209.46,209.46,20.32,0.00,0.00,0.00,CONSUMO,48,48,M,10.71,10.71,VIV,49038.70,2023-08-14,A2,28,0,0,0.00,20.32,0.00,0.00,11.39,0.00
9000000085,2000085,2026-05-18,20,CRVIVIENDA,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2025-09-04,2027-02-26,2026-03-24,34086.49,10123.03,10123.03,0.00,0.00,122.60,122.60,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,19.42,19.42,QUI,77407.99,2025-09-04,A2,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000086,2000086,2026-05-18,41,PFMC,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-04-03,2030-03-08,2025-12-18,6396.67,2547.29,2547.29,0.00,0.00,20.53,20.53,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,11.26,11.26,QUI,10287.60,2025-04-03,A2,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000087,2000087,2026-05-18,41,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-01-27,2028-01-01,2023-09-15,20058.45,6124.79,6124.79,0.00,0.00,298.48,298.48,0.00,0.00,0.00,0.00,MICROCREDITO,60,60,M,19.61,19.61,VIV,17235.98,2023-01-27,A2,23,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000088,2000088,2026-05-18,48,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-07-06,2024-06-25,2024-10-10,9700.29,2678.22,2678.22,0.00,0.00,18.60,18.60,3.80,0.00,0.00,0.00,MICROCREDITO,24,24,M,12.04,12.04,VIV,13532.68,2022-07-06,A2,23,0,0,0.00,3.80,0.00,0.00,1.89,0.00
9000000089,2000089,2026-05-18,20,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2026-04-27,2031-04-01,2026-05-10,30127.99,11444.05,11444.05,0.00,0.00,104.43,104.43,0.00,0.00,0.00,0.00,CONSUMO,60,60,M,18.97,18.97,PAG,32579.17,2026-04-27,A1,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000090,2000090,2026-05-18,69,PFSC,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-12-01,2026-11-10,2023-02-21,27109.10,9322.44,9322.44,0.00,0.00,172.61,172.61,0.00,0.00,0.00,0.00,MICROCREDITO,48,48,M,12.72,12.72,PAG,50123.57,2022-12-01,A2,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000091,2000091,2026-05-18,48,PFSC,VIGENTE,ED,EDUCACION,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2025-05-02,2026-10-24,2025-11-03,2936.66,788.90,788.90,0.00,0.00,15.14,15.14,0.00,0.00,0.00,0.00,MICROCREDITO,18,18,M,10.05,10.05,VIV,4530.51,2025-05-02,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000092,2000092,2026-05-18,48,PFMC,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-03-26,2030-02-23,2024-05-15,32795.89,8875.68,8875.68,0.00,0.00,126.62,126.62,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,12.13,12.13,QUI,50088.32,2024-03-26,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000093,2000093,2026-05-18,69,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-07-05,2030-06-04,2025-07-07,13655.92,3202.04,3202.04,0.00,0.00,120.15,120.15,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,18.2,18.2,VIV,14520.22,2024-07-05,A2,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000094,2000094,2026-05-18,20,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-09-13,2023-09-08,2024-03-09,7568.31,1166.04,1166.04,0.00,0.00,54.58,54.58,0.00,0.00,0.00,0.00,INMOBILIARIO,12,12,M,9.68,9.68,PAG,6616.39,2022-09-13,A2,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000095,2000095,2026-05-18,60,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-06-17,2024-06-11,2026-03-14,34160.54,4899.00,4899.00,0.00,0.00,463.23,463.23,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,19.09,19.09,PAG,47806.30,2023-06-17,A1,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000096,2000096,2026-05-18,69,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-11-27,2026-11-11,2025-12-08,27641.96,8255.33,8255.33,0.00,0.00,196.54,196.54,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,11.97,11.97,PAG,40766.11,2023-11-27,A1,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000097,2000097,2026-05-18,60,PFSC,VIGENTE,ED,EDUCACION,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-05-08,2023-10-30,2024-01-11,10622.58,2629.17,2629.17,0.00,0.00,94.90,94.90,21.39,0.00,0.00,0.00,MICROCREDITO,18,18,M,18.44,18.44,QUI,16275.25,2022-05-08,A2,27,0,0,0.00,21.39,0.00,0.00,6.96,0.00
9000000098,2000098,2026-05-18,5,PFMC,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-01-22,2024-01-17,2024-10-22,27327.14,7587.78,7587.78,0.00,0.00,150.63,150.63,0.00,0.00,0.00,0.00,INMOBILIARIO,12,12,M,10.87,10.87,PAG,43611.00,2023-01-22,A1,19,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000099,2000099,2026-05-18,20,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-06-22,2027-06-12,2025-07-15,12751.08,3844.47,3844.47,0.00,0.00,96.41,96.41,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,10.52,10.52,PAG,14542.44,2025-06-22,A2,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000100,2000100,2026-05-18,69,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-06-13,2027-05-18,2024-04-08,20390.91,3241.63,3241.63,417.15,0.00,148.55,148.55,20.71,0.00,77.54,0.00,INMOBILIARIO,60,60,M,12.82,12.82,VIV,45326.72,2022-06-13,A2,16,0,0,0.00,20.71,0.00,0.00,9.69,0.00
9000000101,2000101,2026-05-18,5,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-09-02,2029-08-07,2025-10-28,33883.14,6443.12,6443.12,0.00,0.00,174.98,174.98,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,11.31,11.31,PAG,66348.43,2024-09-02,A1,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000102,2000102,2026-05-18,60,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-02-20,2027-02-04,2025-08-14,2215.45,730.47,730.47,0.00,0.00,15.61,15.61,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,13.57,13.57,VIV,4358.25,2024-02-20,A1,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000103,2000103,2026-05-18,48,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-03-14,2031-02-11,2025-12-12,28631.99,10183.72,10183.72,0.00,0.00,292.17,292.17,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,13.39,13.39,QUI,52674.03,2025-03-14,A2,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000104,2000104,2026-05-18,5,PFSC,VIGENTE,ED,EDUCACION,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2025-09-26,2026-09-21,2025-10-31,23963.27,9044.38,9044.38,0.00,0.00,84.90,84.90,8.29,0.00,0.00,0.00,CONSUMO,12,12,M,13.06,13.06,VIV,55400.90,2025-09-26,A2,12,0,0,0.00,8.29,0.00,0.00,3.81,0.00
9000000105,2000105,2026-05-18,5,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2026-01-29,2031-12-29,2026-02-27,17738.14,2894.05,2894.05,296.81,0.00,84.59,84.59,13.33,0.00,62.34,0.00,INMOBILIARIO,72,72,M,10.26,10.26,QUI,40915.16,2026-01-29,A1,14,0,0,0.00,13.33,0.00,0.00,7.79,0.00
9000000106,2000106,2026-05-18,48,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-12-10,2028-11-19,2025-06-02,2057.27,388.52,388.52,0.00,0.00,9.95,9.95,1.05,0.00,0.00,0.00,CONSUMO,48,48,M,14.93,14.93,VIV,4412.05,2024-12-10,A1,25,0,0,0.00,1.05,0.00,0.00,0.42,0.00
9000000107,2000107,2026-05-18,5,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-11-02,2027-04-26,2026-05-04,8013.15,2851.78,2851.78,0.00,0.00,53.47,53.47,11.67,0.00,0.00,0.00,INMOBILIARIO,18,18,M,15.72,15.72,PAG,13749.88,2025-11-02,A1,15,0,0,0.00,11.67,0.00,0.00,4.45,0.00
9000000108,2000108,2026-05-18,60,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-02-02,2026-01-17,2024-05-05,24684.45,8129.86,8129.86,0.00,0.00,292.65,292.65,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,18.92,18.92,PAG,30502.05,2023-02-02,A1,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000109,2000109,2026-05-18,20,PFMC,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2023-10-22,2028-09-25,2024-01-26,23262.02,8915.24,8915.24,0.00,0.00,77.57,77.57,6.33,0.00,0.00,0.00,INMOBILIARIO,60,60,M,18.85,18.85,QUI,34681.93,2023-10-22,A2,16,0,0,0.00,6.33,0.00,0.00,2.01,0.00
9000000110,2000110,2026-05-18,5,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-06-27,2024-06-16,2026-05-02,31030.81,8642.88,8642.88,0.00,0.00,462.74,462.74,48.80,0.00,0.00,0.00,CONSUMO,24,24,M,19.39,19.39,QUI,52616.24,2022-06-27,A1,13,0,0,0.00,48.80,0.00,0.00,15.10,0.00
9000000111,2000111,2026-05-18,60,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2026-04-17,2031-03-22,2026-04-24,13652.74,2480.12,2480.12,0.00,0.00,128.70,128.70,0.00,0.00,0.00,0.00,CONSUMO,60,60,M,19.25,19.25,QUI,14759.04,2026-04-17,A1,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000112,2000112,2026-05-18,48,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-12-22,2025-12-17,2025-09-05,13663.70,4704.01,4704.01,0.00,0.00,117.21,117.21,0.00,0.00,0.00,0.00,INMOBILIARIO,12,12,M,14.82,14.82,QUI,32817.10,2024-12-22,A2,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000113,2000113,2026-05-18,20,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-10-13,2028-09-27,2025-12-20,8130.91,2519.07,2519.07,0.00,0.00,21.88,21.88,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,9.6,9.6,VIV,8193.91,2025-10-13,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000114,2000114,2026-05-18,41,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-10-17,2026-10-07,2025-07-19,21510.82,4382.56,4382.56,0.00,0.00,166.00,166.00,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,19.48,19.48,QUI,18959.59,2024-10-17,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000115,2000115,2026-05-18,20,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-06-24,2029-05-23,2025-08-02,25121.75,7510.50,7510.50,0.00,0.00,329.85,329.85,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,18.42,18.42,VIV,47985.19,2023-06-24,A2,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000116,2000116,2026-05-18,5,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-11-11,2027-10-27,2025-08-28,18754.84,7239.54,7239.54,443.66,0.00,178.57,178.57,41.01,0.00,135.84,0.00,MICROCREDITO,36,36,M,14.49,14.49,PAG,19060.59,2024-11-11,A2,13,0,0,0.00,41.01,0.00,0.00,16.98,0.00
9000000117,2000117,2026-05-18,5,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-04-02,2027-03-12,2026-03-24,25617.84,7196.73,7196.73,0.00,0.00,53.84,53.84,4.25,0.00,0.00,0.00,INMOBILIARIO,48,48,M,9.94,9.94,QUI,60115.81,2023-04-02,A1,18,0,0,0.00,4.25,0.00,0.00,2.57,0.00
9000000118,2000118,2026-05-18,60,CRVIVIENDA,VIGENTE,ED,EDUCACION,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-11-29,2024-05-22,2025-12-11,14986.44,4071.94,4071.94,0.00,0.00,138.93,138.93,25.22,0.00,0.00,0.00,CONSUMO,18,18,M,13.29,13.29,VIV,13592.20,2022-11-29,A1,27,0,0,0.00,25.22,0.00,0.00,11.38,0.00
9000000119,2000119,2026-05-18,69,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-08-26,2025-08-15,2025-06-14,23817.61,8407.50,8407.50,0.00,0.00,208.70,208.70,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,13.54,13.54,QUI,55205.48,2023-08-26,A1,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
